Ahoj!	Hallo!	01 01-1 vorgefertigt
říkat / říct	sagen	17 17-36 vorgefertigt
smát se / zasmát se	lachen	17 17-37 vorgefertigt
vracet se / vrátit se	zurückgeben	17 17-38 vorgefertigt
vysvětlovat / vysvětlit	erklären	17 17-39 vorgefertigt
komu	wem	17 17-40 vorgefertigt
čemu	was (3.F.)	17 17-41 vorgefertigt
myslet	denken	17 17-42 vorgefertigt
vlastní	eigene/r/s	17 17-43 vorgefertigt
telefonní seznam (m.)	Telefonverzeichnis	17 17-44 vorgefertigt
účetní (w. + m.)	BuchhalterIn	17 17-45 vorgefertigt
nevidomý, -á, -é	blind	17 17-46 vorgefertigt
objevovat / objevit	entdecken	17 17-47 vorgefertigt
překládání (s.)	das Übersetzen	17 17-48 vorgefertigt
radost (w.)	Freude	17 17-49 vorgefertigt
chata (w.)	Wochenendhütte/haus	17 17-50 vorgefertigt
najít	finden	17 17-51 vorgefertigt
pořád	ständig, immer	17 17-52 vorgefertigt
spolu	zusammen, gemeinsam	17 17-53 vorgefertigt
tvrdě	fest	17 17-54 vorgefertigt
štěkat	bellen	17 17-55 vorgefertigt
vstávat / vstát	aufstehen	17 17-56 vorgefertigt
zloděj (m.)	Dieb	17 17-57 vorgefertigt
chytit	fangen	17 17-58 vorgefertigt
nejvíc	am meisten	17 17-59 vorgefertigt
bezplatně	gratis, umsonst	17 17-60 vorgefertigt
odpověď (w.)	Antwort	17 17-61 vorgefertigt
objednávat / objednat	bestellen	17 17-62 vorgefertigt
omyl (m.)	Irrtum	17 17-63 vorgefertigt
to je omyl (m.)	falsch verbunden	17 17-64 vorgefertigt
nechávat /nechat vzkaz (m.)	eine Nachricht hinterlassen	17 17-65 vorgefertigt
přepojím	ich verbinde	17 17-66 vorgefertigt
je obsazeno	es ist besetzt	17 17-67 vorgefertigt
haló	hallo (nur am Telefon)	17 17-68 vorgefertigt
být na internetu (m.)	im Internet sein	17 17-69 vorgefertigt
pracovní schůzka (w.)	Arbeitstreffen	17 17-70 vorgefertigt
chodit / jít pozdě	Verspätung haben	17 17-71 vorgefertigt
dopis (m.)	Brief	17 17-72 vorgefertigt
e-mailovat	e-mailen	17 17-73 vorgefertigt
esemeskovat	SMS schreiben	17 17-74 vorgefertigt
používat mobil (m.)	Handy benutzen	17 17-75 vorgefertigt
vyřizovat / vyřídit	ausrichten	17 17-76 vorgefertigt
linka (w.)	Telefonleitung	17 17-77 vorgefertigt
pevná linka (w.)	Festnetz(nummer)	17 17-78 vorgefertigt
pohled (m.), pohlednice (w.)	Ansichtskarte	17 17-79 vorgefertigt
záznamník (m.)	Anrufbeantworter	17 17-80 vorgefertigt
oblečení (s.)	Kleidung	18 18-1 vorgefertigt
oblékat se / obléknout se	anziehen, bekleiden	18 18-2 vorgefertigt
značka (w.)	Marke	18 18-3 vorgefertigt
značkový, -á, -é	Marken-	18 18-4 vorgefertigt
důležitý, -á, -é	wichtig	18 18-5 vorgefertigt
šaty dělají člověka (m.bel.)	Kleider machen Leute	18 18-6 vorgefertigt
šaty (m.Mz.)	Kleider	18 18-7 vorgefertigt
snášet	ertragen	18 18-8 vorgefertigt
nosit / nést	tragen	18 18-9 vorgefertigt
podobný, -á, -é	ähnlich	18 18-10 vorgefertigt
věřit	glauben	18 18-11 vorgefertigt
vysvětlovat / vysvětlit	erklären	18 18-12 vorgefertigt
slyšet	hören	18 18-13 vorgefertigt
chutnat	schmecken	18 18-14 vorgefertigt
líbit se	gefallen	18 18-15 vorgefertigt
milovat	lieben	18 18-16 vorgefertigt
mít rád	gern haben	18 18-17 vorgefertigt
je mi 17 let	ich bin 17	18 18-18 vorgefertigt
je mi zima	mir ist kalt	18 18-19 vorgefertigt
je mi špatně	mir ist schlecht	18 18-20 vorgefertigt
hodí se mi to	mir passt das (Termin)	18 18-21 vorgefertigt
chutná mi maso	mir schmeckt Fleisch	18 18-22 vorgefertigt
nejde mi chemie	ich bin nicht gut in Chemie	18 18-23 vorgefertigt
líbí se mi tady	es gefällt mir hier	18 18-24 vorgefertigt
sluší mi černá barva	mir steht schwarz	18 18-25 vorgefertigt
vadí mi kouř	mich stört Rauch	18 18-26 vorgefertigt
zdá se mi, že	mir scheint, dass	18 18-27 vorgefertigt
..., viď?	…, nicht wahr?	18 18-28 vorgefertigt
dělá tě starší	das macht dich älter	18 18-29 vorgefertigt
samozřejmě	selbstverständlich	18 18-30 vorgefertigt
svetr (m.)	Pulli	18 18-31 vorgefertigt
vadit	stören	18 18-32 vorgefertigt
udělat zkoušku (w.)	eine Prüfung schaffen	18 18-33 vorgefertigt
dělat zkoušku (w.)	eine Prüfung machen	18 18-34 vorgefertigt
spadnout	hinfallen, stürzen	18 18-35 vorgefertigt
džíny (w.Mz.)	Jeans	18 18-36 vorgefertigt
kabát (m.)	Mantel	18 18-37 vorgefertigt
kalhoty (w.Mz.)	Hose	18 18-38 vorgefertigt
kostým (m.)	Kostüm	18 18-39 vorgefertigt
košile (w.)	Hemd	18 18-40 vorgefertigt
šortky (w.Mz.)	Shorts	18 18-41 vorgefertigt
tričko (s.)	T-Shirt	18 18-42 vorgefertigt
mikina (w.)	Pulli, Sweater	18 18-43 vorgefertigt
oblek (m.)	Anzug	18 18-44 vorgefertigt
plavky (w.Mz.)	Badeanzug	18 18-45 vorgefertigt
ponožka (w.)	Socken	18 18-46 vorgefertigt
sako (s.)	Sakko	18 18-47 vorgefertigt
sukně (w.)	Rock	18 18-48 vorgefertigt
chodit s někým	mit jemandem gehen, // zusammen sein	19 19-1 vorgefertigt
začátkem (m.)	zu Beginn	19 19-2 vorgefertigt
loď (w.)	Schiff	19 19-3 vorgefertigt
plout	mit dem Schiff fahren	19 19-4 vorgefertigt
džungle (w.)	Dschungel	19 19-5 vorgefertigt
pero (s.)	Feder	19 19-6 vorgefertigt
poušť (w.)	Wüste	19 19-7 vorgefertigt
skákat radostí	vor Freude springen	19 19-8 vorgefertigt
být nadšený, -á, -é	begeistert sein	19 19-9 vorgefertigt
stávat se / stát se	werden	19 19-10 vorgefertigt
seznamovat se / seznámit se	kennen lernen	19 19-11 vorgefertigt
s/se (+7.F)	mit	19 19-12 vorgefertigt
mezi(wo?+7.F wohin? +4.F.)	zwischen, unter	19 19-13 vorgefertigt
pod (wo?+7.F wohin? +4.F.)	unter	19 19-14 vorgefertigt
před (wo?+7.F wohin? +4.F.)	vor	19 19-15 vorgefertigt
nad (wo?+7.F wohin? +4.F.)	über	19 19-16 vorgefertigt
za (wo?+7.F wohin? +4.F.)	hinter	19 19-17 vorgefertigt
tužka (w.)	Bleistift	19 19-18 vorgefertigt
inkoust (m.)	Tinte	19 19-19 vorgefertigt
mýdlo (s.)	Seife	19 19-20 vorgefertigt
lžička (w.)	Teelöffel	19 19-21 vorgefertigt
vidlička (w.)	Gabel	19 19-22 vorgefertigt
nůž (w.)	Messer	19 19-23 vorgefertigt
lžíce (w.)	Löffel	19 19-24 vorgefertigt
vždycky	immer	19 19-25 vorgefertigt
led (m.)	Eis	19 19-26 vorgefertigt
rozcházet se / rozejít se	sich trennen	19 19-27 vorgefertigt
hádka (w.)	Streit	19 19-28 vorgefertigt
končit / skončit	beenden	19 19-29 vorgefertigt
rozvádět se / rozvést se	sich scheiden lassen	19 19-30 vorgefertigt
žít s někým	mit jem. leben	19 19-31 vorgefertigt
docela	ziemlich	19 19-32 vorgefertigt
založit	gründen	19 19-33 vorgefertigt
opravovat / opravit	reparieren	19 19-34 vorgefertigt
skončit (voll.)	beenden	19 19-35 vorgefertigt
vydělávat / vydělat	verdienen	19 19-36 vorgefertigt
postava (w.)	Figur, Statur	19 19-37 vorgefertigt
potkávat / potkat	zufällig treffen	19 19-38 vorgefertigt
seznamovat / seznámit někoho	jemanden bekannt machen, // vorstellen	19 19-39 vorgefertigt
seznamovat se / seznámit se	sich kennen lernen	19 19-40 vorgefertigt
hlas (m.)	Stimme	19 19-41 vorgefertigt
obchodník (m.bel.)	Kaufmann, Geschäftsmann	19 19-42 vorgefertigt
opilý, -á,-é	betrunken	19 19-43 vorgefertigt
zabíjet / zabít	töten	19 19-44 vorgefertigt
mrtvý, -á, -é	tot	19 19-45 vorgefertigt
spáchat sebevraždu (w.)	Selbstmord begehen	19 19-46 vorgefertigt
být nevěrný, -á, -é	untreu sein	19 19-47 vorgefertigt
být zamilovaný, -á, -é do (+2.F.)	verliebt sein in	19 19-48 vorgefertigt
diář (m.)	Kalender, Notizbuch, Tagebuch	20 20-1 vorgefertigt
brýle (w.Mz.)	Brille	20 20-2 vorgefertigt
prsten (m.)	Ring	20 20-3 vorgefertigt
postel (w.)	Bett	20 20-4 vorgefertigt
stěhovat se	umziehen, übersiedeln	20 20-5 vorgefertigt
těhotná	schwanger	20 20-6 vorgefertigt
čekat dítě (s.)	ein Kind erwarten	20 20-7 vorgefertigt
dítě (s.), děti (w.)	Kind, Kinder	20 20-8 vorgefertigt
křeslo (s.)	Fauteuil, (Lehn)sessel	20 20-9 vorgefertigt
obraz (m.)	Bild	20 20-10 vorgefertigt
krabice (w.)	Schachtel	20 20-11 vorgefertigt
nádobí (s.)	Geschirr	20 20-12 vorgefertigt
vypadat	aussehen	20 20-13 vorgefertigt
kytka (w.)	Blume	20 20-14 vorgefertigt
zrcadlo (s.)	Spiegel	20 20-15 vorgefertigt
příkaz (m.)	Befehl, Anordnung	20 20-16 vorgefertigt
Dej / dávej na sebe pozor!	Pass auf dich auf!	20 20-17 vorgefertigt
Měj se hezky!	Mach’s gut!	20 20-18 vorgefertigt
Neboj se!	Hab keine Angst!	20 20-19 vorgefertigt
Nedělej si starosti!	Mach dir keine Sorgen!	20 20-20 vorgefertigt
Nech toho!	Lass das!	20 20-21 vorgefertigt
Nech mě!	Lass mich!	20 20-22 vorgefertigt
Dej / dávej pozor!	Gib Acht!	20 20-23 vorgefertigt
Podívej se!	Schau mal!	20 20-24 vorgefertigt
Pospěš si! / Dělej! / Honem!	Beeil dich!	20 20-25 vorgefertigt
Pozdravuj..!	Grüß!	20 20-26 vorgefertigt
Pojď dál!	Komm rein!	20 20-27 vorgefertigt
Buď zticha!	Sei still!	20 20-28 vorgefertigt
Užij si to!	Genieße das!	20 20-29 vorgefertigt
Zkus to!	Probier das!	20 20-30 vorgefertigt
zastavit	anhalten	20 20-31 vorgefertigt
Běž pryč!	Lauf weg!	20 20-32 vorgefertigt
Jdi domů!	Geh nach Hause!	20 20-33 vorgefertigt
Buď hodný / hodná!	Sei brav!	20 20-34 vorgefertigt
Jez!	Iss!	20 20-35 vorgefertigt
Kup to!	Kauf das!	20 20-36 vorgefertigt
Neruš mě!	Stör mich nicht!	20 20-37 vorgefertigt
Neotravuj mě!	Nerv mich nicht!	20 20-38 vorgefertigt
Neplač!	Wein nicht!	20 20-39 vorgefertigt
Přijď!	Komm! (gegangen)	20 20-40 vorgefertigt
Přijeď!	Komm! (gefahren)	20 20-41 vorgefertigt
Zavolej!	Ruf an!	20 20-42 vorgefertigt
Měl bys...	Du solltest …	20 20-43 vorgefertigt
nepříjemný	unangenehm	20 20-44 vorgefertigt
rozčileně	aufgeregt	20 20-45 vorgefertigt
otočit se	sich umdrehen	20 20-46 vorgefertigt
ples (m.)	Ball (Veranstaltung)	20 20-47 vorgefertigt
míč (m.)	Sportgerät	20 20-48 vorgefertigt
